employer,title,city,province,salary,date,source,direct,search_occupation,url,posting_id
911 Supply,inside sales representative,Nepean,ON,"$60,000.00 to $80,000.00 annually","June 16, 2026",indeed.com,False,retail sales (NOC 64100),https://www.jobbank.gc.ca/jobsearch/jobposting/49731473?source=searchresults,49731473
SDI Marketing,retail sales representative,Nepean,ON,$28.01 hourly,"June 16, 2026",ZipRecruiter,False,retail sales (NOC 64100),https://www.jobbank.gc.ca/jobsearch/jobposting/49738744?source=searchresults,49738744
Spring Living,automotives sales consultant,Orleans South,ON,"$52,000.00 annually","June 14, 2026",indeed.com,False,retail sales (NOC 64100),https://www.jobbank.gc.ca/jobsearch/jobposting/49715924?source=searchresults,49715924
SDI Marketing,retail sales representative,Ottawa,ON,$27.94 hourly,"June 14, 2026",ZipRecruiter,False,retail sales (NOC 64100),https://www.jobbank.gc.ca/jobsearch/jobposting/49725497?source=searchresults,49725497
Domus Building Cleaning Company Ltd.,retail store supervisor,Ottawa,ON,$21.00 to $23.00 hourly,"June 13, 2026",Talent.com,False,retail sales (NOC 64100),https://www.jobbank.gc.ca/jobsearch/jobposting/49719142?source=searchresults,49719142
Domus Building Cleaning Company Ltd.,retail store supervisor,Ottawa,ON,$21.00 hourly,"June 13, 2026",Talent.com,False,retail sales (NOC 64100),https://www.jobbank.gc.ca/jobsearch/jobposting/49719317?source=searchresults,49719317
TSM G inc,sales associate,Ottawa,ON,"$700.00 to $1,200.00 weekly","June 12, 2026",indeed.com,False,retail sales (NOC 64100),https://www.jobbank.gc.ca/jobsearch/jobposting/49704082?source=searchresults,49704082
Kowloon Market,food store supervisor,Ottawa,ON,"$45,000.00 to $50,000.00 annually (to be negotiated)","June 12, 2026",Job Bank,True,retail sales (NOC 64100),https://www.jobbank.gc.ca/jobsearch/jobposting/49703427?source=searchresults,49703427
Puppy Sphere,retail store supervisor,Ottawa,ON,$20.00 hourly,"June 11, 2026",Talent.com,False,retail sales (NOC 64100),https://www.jobbank.gc.ca/jobsearch/jobposting/49719295?source=searchresults,49719295
Whitewater Brewing Company,inside sales representative,Ottawa,ON,"$50,000.00 to $60,000.00 annually","June 10, 2026",indeed.com,False,retail sales (NOC 64100),https://www.jobbank.gc.ca/jobsearch/jobposting/49688553?source=searchresults,49688553
Browns Shoes,sales associate,Ottawa,ON,$18.12 hourly,"June 09, 2026",Talent.com,False,retail sales (NOC 64100),https://www.jobbank.gc.ca/jobsearch/jobposting/49741726?source=searchresults,49741726
Kognitive Sales Solutions,sales representative - retail,Ottawa,ON,$17.60 hourly + $18.00 commission per sale,"June 04, 2026",Job Bank,True,retail sales (NOC 64100),https://www.jobbank.gc.ca/jobsearch/jobposting/49651153?source=searchresults,49651153
Hunter's Public House,retail store supervisor,Ottawa,ON,$21.00 to $23.00 hourly,"June 04, 2026",Talent.com,False,retail sales (NOC 64100),https://www.jobbank.gc.ca/jobsearch/jobposting/49741771?source=searchresults,49741771
Once Upon A Child Orleans,sales associate,Orleans South,ON,$17.60 hourly,"June 03, 2026",indeed.com,False,retail sales (NOC 64100),https://www.jobbank.gc.ca/jobsearch/jobposting/49643235?source=searchresults,49643235
Once Upon A Child Orleans,supervisor - retail,Orleans South,ON,$20.00 hourly,"June 03, 2026",indeed.com,False,retail sales (NOC 64100),https://www.jobbank.gc.ca/jobsearch/jobposting/49643260?source=searchresults,49643260
Canadian Forces Morale and Welfare Services - CFMWS,sales promotion clerk,Ottawa,ON,"$58,930.00 to $65,320.00 hourly","June 03, 2026",Jobillico,False,retail sales (NOC 64100),https://www.jobbank.gc.ca/jobsearch/jobposting/49642440?source=searchresults,49642440
Kognitive Sales Solutions,retail sales representative,Ottawa,ON,$24.38 hourly,"June 03, 2026",ZipRecruiter,False,retail sales (NOC 64100),https://www.jobbank.gc.ca/jobsearch/jobposting/49649076?source=searchresults,49649076
Michael Kors Rideau Center,sales supervisor,Ottawa,ON,$20.00 to $30.00 hourly,"June 01, 2026",indeed.com,False,retail sales (NOC 64100),https://www.jobbank.gc.ca/jobsearch/jobposting/49630667?source=searchresults,49630667
Michael Kors Rideau Center,sales associate,Ottawa,ON,$17.60 to $25.00 hourly,"June 01, 2026",indeed.com,False,retail sales (NOC 64100),https://www.jobbank.gc.ca/jobsearch/jobposting/49628568?source=searchresults,49628568
Hillary Dry Cleaners,retail sales associate,Ottawa,ON,$18.00 to $21.00 hourly (to be negotiated),"June 01, 2026",Job Bank,True,retail sales (NOC 64100),https://www.jobbank.gc.ca/jobsearch/jobposting/49625171?source=searchresults,49625171
Giant Tiger,cashier,Manotick,ON,"$42,848.00 to $42,848.00 annually","June 15, 2026",CareerBeacon,False,cashier (NOC 65100),https://www.jobbank.gc.ca/jobsearch/jobposting/49722979?source=searchresults,49722979
Giant Tiger,cashier,Ottawa,ON,$17.60 to $17.60 hourly,"June 05, 2026",CareerBeacon,False,cashier (NOC 65100),https://www.jobbank.gc.ca/jobsearch/jobposting/49720111?source=searchresults,49720111
Giant Tiger,cashier,Manotick,ON,$17.60 to $17.60 hourly,"June 04, 2026",CareerBeacon,False,cashier (NOC 65100),https://www.jobbank.gc.ca/jobsearch/jobposting/49720157?source=searchresults,49720157
Giant Tiger,cashier,Manotick,ON,$17.60 to $17.60 hourly,"May 26, 2026",CareerBeacon,False,cashier (NOC 65100),https://www.jobbank.gc.ca/jobsearch/jobposting/49719942?source=searchresults,49719942
LCBO,customer service representative - call centre,Ottawa,ON,$20.82 to $20.82 hourly,"June 19, 2026",CareerBeacon,False,customer service (NOC 64409),https://www.jobbank.gc.ca/jobsearch/jobposting/49755858?source=searchresults,49755858
Zesty Market,assistant manager - retail,Ottawa,ON,$36.00 hourly,"June 19, 2026",Job Bank,True,customer service (NOC 64409),https://www.jobbank.gc.ca/jobsearch/jobposting/49752911?source=searchresults,49752911
Dollar Tree,store manager - retail,Nepean,ON,"$45,000.00 to $45,000.00 annually","June 17, 2026",CareerBeacon,False,customer service (NOC 64409),https://www.jobbank.gc.ca/jobsearch/jobposting/49739007?source=searchresults,49739007
Hillary Dry Cleaners,store manager - retail,Ottawa,ON,$18.00 to $21.00 hourly (to be negotiated),"June 17, 2026",Job Bank,True,customer service (NOC 64409),https://www.jobbank.gc.ca/jobsearch/jobposting/49735068?source=searchresults,49735068
Baskin Robbins,manager - retail store chain,Kanata,ON,$43.50 hourly,"June 12, 2026",Job Bank,True,customer service (NOC 64409),https://www.jobbank.gc.ca/jobsearch/jobposting/49704908?source=searchresults,49704908
Servegreen Cleaning Services Ltd.,cleaning service manager,Ottawa,ON,$36.00 hourly,"June 12, 2026",Job Bank,True,customer service (NOC 64409),https://www.jobbank.gc.ca/jobsearch/jobposting/49703942?source=searchresults,49703942
Aurelius Fine Oils & Balsamic Vinegars,store manager - retail,Ottawa,ON,$25.00 hourly,"June 12, 2026",indeed.com,False,customer service (NOC 64409),https://www.jobbank.gc.ca/jobsearch/jobposting/49703483?source=searchresults,49703483
Ottawa Fastener Supply Ltd,customer service representative - call centre,Ottawa,ON,$19.00 to $21.00 hourly,"June 08, 2026",indeed.com,False,customer service (NOC 64409),https://www.jobbank.gc.ca/jobsearch/jobposting/49671658?source=searchresults,49671658
PetSmart,department store manager,Gloucester,ON,$20.00 to $77.00 hourly,"June 07, 2026",CareerBeacon,False,customer service (NOC 64409),https://www.jobbank.gc.ca/jobsearch/jobposting/49665401?source=searchresults,49665401
Akran Marketing,customer service adviser,Ottawa,ON,$26.47 hourly,"June 07, 2026",ZipRecruiter,False,customer service (NOC 64409),https://www.jobbank.gc.ca/jobsearch/jobposting/49673798?source=searchresults,49673798
Dilawri Automotive Group,automotive service manager,Ottawa,ON,"$85,000.00 annually","June 04, 2026",indeed.com,False,customer service (NOC 64409),https://www.jobbank.gc.ca/jobsearch/jobposting/49653664?source=searchresults,49653664
Canadian Forces Morale and Welfare Services - CFMWS,accounts supervisor,Ottawa,ON,"$76,840.00 to $97,270.00 annually","June 03, 2026",Jobillico,False,customer service (NOC 64409),https://www.jobbank.gc.ca/jobsearch/jobposting/49642966?source=searchresults,49642966
Nuovo Photography,brand ambassador,Ottawa,ON,$25.00 hourly,"June 03, 2026",Talent.com,False,customer service (NOC 64409),https://www.jobbank.gc.ca/jobsearch/jobposting/49726848?source=searchresults,49726848
AutoShack.com,assistant manager - retail,Orleans South,ON,$27.00 to $30.00 hourly,"May 31, 2026",indeed.com,False,customer service (NOC 64409),https://www.jobbank.gc.ca/jobsearch/jobposting/49619956?source=searchresults,49619956
McConville's Garage,customer service manager - automobiles,Ottawa,ON,$42.00 to $44.00 hourly,"May 28, 2026",indeed.com,False,customer service (NOC 64409),https://www.jobbank.gc.ca/jobsearch/jobposting/49603983?source=searchresults,49603983
QUICKIE CONVENIENCE STORES,retail sales manager,Ottawa,ON,$43.27 hourly,"May 25, 2026",Job Bank,True,customer service (NOC 64409),https://www.jobbank.gc.ca/jobsearch/jobposting/49582303?source=searchresults,49582303
Nuovo Photography,brand ambassador,Ottawa,ON,$25.00 hourly,"May 23, 2026",Talent.com,False,customer service (NOC 64409),https://www.jobbank.gc.ca/jobsearch/jobposting/49719208?source=searchresults,49719208
clean innovations aliza inc,cleaning service manager,Ottawa,ON,$36.00 hourly,"May 09, 2026",Job Bank,True,customer service (NOC 64409),https://www.jobbank.gc.ca/jobsearch/jobposting/49494120?source=searchresults,49494120
clean innovations aliza inc,residential cleaning service manager,Ottawa,ON,$36.25 hourly,"April 12, 2026",Job Bank,True,customer service (NOC 64409),https://www.jobbank.gc.ca/jobsearch/jobposting/49295710?source=searchresults,49295710
Lola Confectionary,store manager - retail,Ottawa,ON,$43.27 hourly,"April 06, 2026",Job Bank,True,customer service (NOC 64409),https://www.jobbank.gc.ca/jobsearch/jobposting/49226990?source=searchresults,49226990
Gorgeous Brows and Lashes,beauty shop manager,Ottawa,ON,$37.90 hourly,"March 20, 2026",Job Bank,True,customer service (NOC 64409),https://www.jobbank.gc.ca/jobsearch/jobposting/49145314?source=searchresults,49145314
Gateway Project Builders,construction worker,Nepean,ON,$20.00 to $40.00 hourly,"June 19, 2026",indeed.com,False,construction labourer (NOC 75110),https://www.jobbank.gc.ca/jobsearch/jobposting/49755211?source=searchresults,49755211
Torus Construction Corporation,construction labourer,Nepean,ON,$36.50 hourly,"June 17, 2026",Job Bank,True,construction labourer (NOC 75110),https://www.jobbank.gc.ca/jobsearch/jobposting/49737064?source=searchresults,49737064
Aable Construction,foundation form worker,Gloucester,ON,$24.00 to $30.00 hourly (to be negotiated),"June 12, 2026",Job Bank,True,construction labourer (NOC 75110),https://www.jobbank.gc.ca/jobsearch/jobposting/49702742?source=searchresults,49702742
Aable Construction,general construction labourer,Gloucester,ON,$22.00 to $24.00 hourly (to be negotiated),"June 12, 2026",Job Bank,True,construction labourer (NOC 75110),https://www.jobbank.gc.ca/jobsearch/jobposting/49702740?source=searchresults,49702740
C&G PAINTING & DECORATING,construction labourer,Nepean,ON,$36.50 hourly,"June 12, 2026",Job Bank,True,construction labourer (NOC 75110),https://www.jobbank.gc.ca/jobsearch/jobposting/49700754?source=searchresults,49700754
Milowen Contracting,construction labourer,Ottawa,ON,$25.12 hourly,"June 10, 2026",ZipRecruiter,False,construction labourer (NOC 75110),https://www.jobbank.gc.ca/jobsearch/jobposting/49698753?source=searchresults,49698753
Canadian Masonry Services,construction labourer,Ottawa,ON,$25.00 to $27.50 hourly (to be negotiated),"June 08, 2026",Job Bank,True,construction labourer (NOC 75110),https://www.jobbank.gc.ca/jobsearch/jobposting/49676550?source=searchresults,49676550
Nantais Fernandes Capital,general construction labourer,Nepean,ON,$30.00 to $36.00 hourly (to be negotiated),"June 08, 2026",Job Bank,True,construction labourer (NOC 75110),https://www.jobbank.gc.ca/jobsearch/jobposting/49674710?source=searchresults,49674710
Patchboyz Inc.,asbestos remover,Nepean,ON,$35.00 hourly,"June 05, 2026",Job Bank,True,construction labourer (NOC 75110),https://www.jobbank.gc.ca/jobsearch/jobposting/49658682?source=searchresults,49658682
Quadra Solar,construction labourer,Ottawa,ON,$28.99 hourly,"June 01, 2026",ZipRecruiter,False,construction labourer (NOC 75110),https://www.jobbank.gc.ca/jobsearch/jobposting/49632002?source=searchresults,49632002
Ground Up,construction labourer,Ottawa,ON,$18.00 to $22.00 hourly,"May 25, 2026",indeed.com,False,construction labourer (NOC 75110),https://www.jobbank.gc.ca/jobsearch/jobposting/49582826?source=searchresults,49582826
Coffrages Synergy,construction labourer,Gloucester,ON,$36.05 hourly,"May 22, 2026",Job Bank,True,construction labourer (NOC 75110),https://www.jobbank.gc.ca/jobsearch/jobposting/49568303?source=searchresults,49568303
Coffrages Synergy,construction craft labourer,Gloucester,ON,$38.95 hourly,"April 15, 2026",Job Bank,True,construction labourer (NOC 75110),https://www.jobbank.gc.ca/jobsearch/jobposting/49341918?source=searchresults,49341918
Prio Auto Sales,"detailer, car",Ottawa,ON,"$3,300.00 to $5,000.00 monthly","June 20, 2026",indeed.com,False,cleaner (NOC 65310),https://www.jobbank.gc.ca/jobsearch/jobposting/49757666?source=searchresults,49757666
Vertical Building Services Ltd.,window washer,Ottawa,ON,$25.00 to $40.00 hourly (to be negotiated),"June 18, 2026",Job Bank,True,cleaner (NOC 65310),https://www.jobbank.gc.ca/jobsearch/jobposting/49746370?source=searchresults,49746370
J and C Building Cleaning,cleaner,Kanata,ON,$18.00 to $18.50 hourly,"June 16, 2026",indeed.com,False,cleaner (NOC 65310),https://www.jobbank.gc.ca/jobsearch/jobposting/49731787?source=searchresults,49731787
The Courtyards of the Eagleson,housekeeping aide,Kanata,ON,$18.46 hourly,"June 16, 2026",indeed.com,False,cleaner (NOC 65310),https://www.jobbank.gc.ca/jobsearch/jobposting/49728858?source=searchresults,49728858
Bell Canada,general labourer - public works,Ottawa,ON,$18.00 to $34.70 hourly,"June 16, 2026",CareerBeacon,False,cleaner (NOC 65310),https://www.jobbank.gc.ca/jobsearch/jobposting/49727240?source=searchresults,49727240
UrbanMop,house cleaner,Ottawa,ON,$22.00 hourly,"June 11, 2026",indeed.com,False,cleaner (NOC 65310),https://www.jobbank.gc.ca/jobsearch/jobposting/49699225?source=searchresults,49699225
RIMAP Hospitality,room attendant,Ottawa,ON,$22.73 hourly,"June 10, 2026",indeed.com,False,cleaner (NOC 65310),https://www.jobbank.gc.ca/jobsearch/jobposting/49692073?source=searchresults,49692073
Welcominns Hotel,housekeeping room attendant,Gloucester,ON,$21.00 hourly,"June 09, 2026",indeed.com,False,cleaner (NOC 65310),https://www.jobbank.gc.ca/jobsearch/jobposting/49683194?source=searchresults,49683194
BLUE SPONGE CLEANING INC.,cleaner,Ottawa,ON,$24.93 hourly,"June 03, 2026",ZipRecruiter,False,cleaner (NOC 65310),https://www.jobbank.gc.ca/jobsearch/jobposting/49646471?source=searchresults,49646471
Hillary Dry Cleaners,presser - laundry and dry cleaning,Ottawa,ON,$19.00 to $22.00 hourly (to be negotiated),"June 03, 2026",Job Bank,True,cleaner (NOC 65310),https://www.jobbank.gc.ca/jobsearch/jobposting/49641193?source=searchresults,49641193
Hellamaid Inc,"cleaner, building exteriors",Ottawa,ON,$25.00 to $28.00 hourly,"May 29, 2026",CareerBeacon,False,cleaner (NOC 65310),https://www.jobbank.gc.ca/jobsearch/jobposting/49619473?source=searchresults,49619473
Merry Maids of Ottawa,house cleaner,Ottawa,ON,$18.00 hourly,"May 28, 2026",indeed.com,False,cleaner (NOC 65310),https://www.jobbank.gc.ca/jobsearch/jobposting/49603598?source=searchresults,49603598
Dominion City Brewing Co.,brewery labourer,Ottawa,ON,$19.00 hourly,"May 27, 2026",indeed.com,False,cleaner (NOC 65310),https://www.jobbank.gc.ca/jobsearch/jobposting/49599266?source=searchresults,49599266
Coffrages Synergy,domestic housekeeper,Gloucester,ON,$19.75 to $21.00 hourly (to be negotiated),"May 25, 2026",Job Bank,True,cleaner (NOC 65310),https://www.jobbank.gc.ca/jobsearch/jobposting/49580086?source=searchresults,49580086
GnR Residential Plus Cleaning Services Inc.,window cleaner,Ottawa,ON,$20.00 to $25.00 hourly,"May 23, 2026",indeed.com,False,cleaner (NOC 65310),https://www.jobbank.gc.ca/jobsearch/jobposting/49572308?source=searchresults,49572308
S2 Protective Services Inc.,"guard, security",Ottawa,ON,$17.60 to $18.00 hourly,"May 31, 2026",indeed.com,False,security guard (NOC 64410),https://www.jobbank.gc.ca/jobsearch/jobposting/49618313?source=searchresults,49618313
Ottawa-Carleton District School Board,registered early childhood educator (RECE),Ottawa,ON,$26.80 to $33.80 hourly,"June 19, 2026",ApplyToEducation,False,early childhood educator (NOC 42202),https://www.jobbank.gc.ca/jobsearch/jobposting/49754596?source=searchresults,49754596
BrightPath Kids Canada,early childhood assistant,Kanata,ON,$15.00 to $28.00 hourly,"June 19, 2026",CareerBeacon,False,early childhood educator (NOC 42202),https://www.jobbank.gc.ca/jobsearch/jobposting/49749376?source=searchresults,49749376
Ottawa Catholic School Board,early childhood program supervisor,Ottawa,ON,"$40,323.00 to $50,877.00 annually","June 18, 2026",ApplyToEducation,False,early childhood educator (NOC 42202),https://www.jobbank.gc.ca/jobsearch/jobposting/49744356?source=searchresults,49744356
Ottawa Catholic School Board,early childhood program supervisor,Manotick,ON,"$40,323.00 to $50,877.00 annually","June 18, 2026",ApplyToEducation,False,early childhood educator (NOC 42202),https://www.jobbank.gc.ca/jobsearch/jobposting/49744433?source=searchresults,49744433
Ottawa Catholic School Board,early childhood program supervisor,Ottawa,ON,"$40,323.00 to $50,877.00 annually","June 18, 2026",ApplyToEducation,False,early childhood educator (NOC 42202),https://www.jobbank.gc.ca/jobsearch/jobposting/49744497?source=searchresults,49744497
Ottawa Catholic School Board,registered early childhood educator (RECE),Nepean,ON,"$40,323.00 to $50,877.00 annually","June 17, 2026",ApplyToEducation,False,early childhood educator (NOC 42202),https://www.jobbank.gc.ca/jobsearch/jobposting/49739332?source=searchresults,49739332
Ottawa Catholic School Board,registered early childhood educator (RECE),Ottawa,ON,"$40,323.00 to $50,877.00 annually","June 17, 2026",ApplyToEducation,False,early childhood educator (NOC 42202),https://www.jobbank.gc.ca/jobsearch/jobposting/49739453?source=searchresults,49739453
Ottawa Catholic School Board,registered early childhood educator (RECE),Orleans South,ON,"$40,323.00 to $50,877.00 annually","June 17, 2026",ApplyToEducation,False,early childhood educator (NOC 42202),https://www.jobbank.gc.ca/jobsearch/jobposting/49738537?source=searchresults,49738537
Ottawa Catholic School Board,registered early childhood educator (RECE),Ottawa,ON,"$40,323.00 to $50,877.00 annually","June 17, 2026",ApplyToEducation,False,early childhood educator (NOC 42202),https://www.jobbank.gc.ca/jobsearch/jobposting/49738585?source=searchresults,49738585
Ottawa Catholic School Board,registered early childhood educator (RECE),Ottawa,ON,"$40,323.00 to $50,877.00 annually","June 17, 2026",ApplyToEducation,False,early childhood educator (NOC 42202),https://www.jobbank.gc.ca/jobsearch/jobposting/49738748?source=searchresults,49738748
Ottawa Catholic School Board,registered early childhood educator (RECE),Ottawa,ON,"$40,323.00 to $50,877.00 annually","June 17, 2026",ApplyToEducation,False,early childhood educator (NOC 42202),https://www.jobbank.gc.ca/jobsearch/jobposting/49738779?source=searchresults,49738779
Ottawa Catholic School Board,registered early childhood educator (RECE),Ottawa,ON,"$40,323.00 to $50,877.00 annually","June 17, 2026",ApplyToEducation,False,early childhood educator (NOC 42202),https://www.jobbank.gc.ca/jobsearch/jobposting/49738793?source=searchresults,49738793
Ottawa Catholic School Board,registered early childhood educator (RECE),Ottawa,ON,"$40,323.00 to $50,877.00 annually","June 17, 2026",ApplyToEducation,False,early childhood educator (NOC 42202),https://www.jobbank.gc.ca/jobsearch/jobposting/49738804?source=searchresults,49738804
Nature and Nurture,early childhood assistant,Kanata,ON,$19.70 hourly,"June 17, 2026",indeed.com,False,early childhood educator (NOC 42202),https://www.jobbank.gc.ca/jobsearch/jobposting/49735129?source=searchresults,49735129
Ottawa-Carleton District School Board,registered early childhood educator (RECE),Nepean,ON,$26.80 hourly,"June 16, 2026",ApplyToEducation,False,early childhood educator (NOC 42202),https://www.jobbank.gc.ca/jobsearch/jobposting/49731185?source=searchresults,49731185
MYRIAM M. DAYCARE,early childhood educator (ece) - level 2,Ottawa,ON,$20.00 to $25.00 hourly (to be negotiated),"June 11, 2026",Job Bank,True,early childhood educator (NOC 42202),https://www.jobbank.gc.ca/jobsearch/jobposting/49699723?source=searchresults,49699723
ABC DAYCARE CENTRE,registered early childhood educator (RECE),Ottawa,ON,$25.86 to $27.15 hourly (to be negotiated),"June 10, 2026",Job Bank,True,early childhood educator (NOC 42202),https://www.jobbank.gc.ca/jobsearch/jobposting/49690734?source=searchresults,49690734
AFÉSEO,Early childhood pedagogical consultant,"Ottawa, ON",,$33.33 hourly,"June 08, 2026",Job Bank,True,early childhood educator (NOC 42202),https://www.jobbank.gc.ca/jobsearch/jobposting/49674746?source=searchresults,49674746
Zida Academy,early childhood supervisor,Stittsville,ON,$28.00 to $30.00 hourly (to be negotiated),"June 08, 2026",Job Bank,True,early childhood educator (NOC 42202),https://www.jobbank.gc.ca/jobsearch/jobposting/49673714?source=searchresults,49673714
BrightPath Kids Canada,registered early childhood educator (RECE),Nepean,ON,$21.00 to $21.00 hourly,"June 05, 2026",CareerBeacon,False,early childhood educator (NOC 42202),https://www.jobbank.gc.ca/jobsearch/jobposting/49661384?source=searchresults,49661384
Garderie Oasis Child Care Centre,registered early childhood educator (RECE),Ottawa,ON,$26.00 hourly,"June 04, 2026",indeed.com,False,early childhood educator (NOC 42202),https://www.jobbank.gc.ca/jobsearch/jobposting/49654637?source=searchresults,49654637
Ottawa-Carleton District School Board,child care worker assistant,Ottawa,ON,$17.60 hourly,"June 04, 2026",ApplyToEducation,False,early childhood educator (NOC 42202),https://www.jobbank.gc.ca/jobsearch/jobposting/49653954?source=searchresults,49653954
PLAYTIME Daycare Centre,registered early childhood educator (RECE),Ottawa,ON,$22.00 to $24.00 hourly,"May 31, 2026",indeed.com,False,early childhood educator (NOC 42202),https://www.jobbank.gc.ca/jobsearch/jobposting/49621169?source=searchresults,49621169
Ottawa Catholic School Board,early childhood program supervisor,Ottawa,ON,"$40,323.00 to $50,877.00 annually","May 29, 2026",ApplyToEducation,False,early childhood educator (NOC 42202),https://www.jobbank.gc.ca/jobsearch/jobposting/49609613?source=searchresults,49609613
Zida Academy,early childhood educator (E.C.E.),Stittsville,ON,$20.00 to $25.00 hourly (to be negotiated),"May 27, 2026",Job Bank,True,early childhood educator (NOC 42202),https://www.jobbank.gc.ca/jobsearch/jobposting/49598285?source=searchresults,49598285
Zida Academy,early childhood educator (E.C.E.),Stittsville,ON,$20.00 to $27.00 hourly (to be negotiated),"May 27, 2026",Job Bank,True,early childhood educator (NOC 42202),https://www.jobbank.gc.ca/jobsearch/jobposting/49598277?source=searchresults,49598277
Family First Family Health Team,mental health worker,Orleans South,ON,"$74,775.81 annually","June 20, 2026",ZipRecruiter,False,social worker (NOC 41300),https://www.jobbank.gc.ca/jobsearch/jobposting/49758113?source=searchresults,49758113
Canadian Forces Morale and Welfare Services - CFMWS,Native community worker,Ottawa,ON,"$77,120.00 to $90,780.00 hourly","June 18, 2026",Jobillico,False,social worker (NOC 41300),https://www.jobbank.gc.ca/jobsearch/jobposting/49748228?source=searchresults,49748228
Renew Supervision Services,child and youth worker,Ottawa,ON,$25.00 hourly,"June 16, 2026",indeed.com,False,social worker (NOC 41300),https://www.jobbank.gc.ca/jobsearch/jobposting/49730440?source=searchresults,49730440
FunctionAbility Rehabilitation Services,social worker,Ottawa,ON,$60.00 to $75.00 hourly,"June 16, 2026",indeed.com,False,social worker (NOC 41300),https://www.jobbank.gc.ca/jobsearch/jobposting/49751038?source=searchresults,49751038
Matthew House Ottawa,social services worker,Ottawa,ON,$17.60 hourly,"June 09, 2026",Job Bank,True,social worker (NOC 41300),https://www.jobbank.gc.ca/jobsearch/jobposting/49680342?source=searchresults,49680342
West Carleton Family Health Team,social worker,Ottawa,ON,$40.00 hourly,"June 05, 2026",indeed.com,False,social worker (NOC 41300),https://www.jobbank.gc.ca/jobsearch/jobposting/49660880?source=searchresults,49660880
Équipe de santé familiale académique Montfort,social worker,Ottawa,ON,"$68,500.00 to $80,500.00 annually","June 04, 2026",indeed.com,False,social worker (NOC 41300),https://www.jobbank.gc.ca/jobsearch/jobposting/49654694?source=searchresults,49654694
Ottawa Catholic School Board,elementary school teacher,Orleans South,ON,"$51,234.00 to $119,943.00 annually","June 19, 2026",ApplyToEducation,False,teacher (NOC 41220),https://www.jobbank.gc.ca/jobsearch/jobposting/49751729?source=searchresults,49751729
Ottawa Catholic School Board,elementary school teacher,Orleans South,ON,"$51,234.00 to $119,943.00 annually","June 19, 2026",ApplyToEducation,False,teacher (NOC 41220),https://www.jobbank.gc.ca/jobsearch/jobposting/49751767?source=searchresults,49751767
Ottawa Catholic School Board,elementary school teacher,Gloucester,ON,"$51,234.00 to $119,943.00 annually","June 19, 2026",ApplyToEducation,False,teacher (NOC 41220),https://www.jobbank.gc.ca/jobsearch/jobposting/49751694?source=searchresults,49751694
Ottawa Catholic School Board,high school teacher,Orleans South,ON,"$51,234.00 to $119,943.00 annually","June 19, 2026",ApplyToEducation,False,teacher (NOC 41220),https://www.jobbank.gc.ca/jobsearch/jobposting/49751698?source=searchresults,49751698
Ottawa Catholic School Board,high school teacher,Stittsville,ON,"$51,234.00 to $119,943.00 annually","June 19, 2026",ApplyToEducation,False,teacher (NOC 41220),https://www.jobbank.gc.ca/jobsearch/jobposting/49751702?source=searchresults,49751702
Ottawa Catholic School Board,elementary school teacher,Orleans South,ON,"$51,234.00 to $119,943.00 annually","June 19, 2026",ApplyToEducation,False,teacher (NOC 41220),https://www.jobbank.gc.ca/jobsearch/jobposting/49751711?source=searchresults,49751711
Ottawa Catholic School Board,elementary school teacher,Orleans South,ON,"$51,234.00 to $119,943.00 annually","June 19, 2026",ApplyToEducation,False,teacher (NOC 41220),https://www.jobbank.gc.ca/jobsearch/jobposting/49751751?source=searchresults,49751751
Ottawa Catholic School Board,elementary school teacher,Ottawa,ON,"$51,234.00 to $119,943.00 annually","June 19, 2026",ApplyToEducation,False,teacher (NOC 41220),https://www.jobbank.gc.ca/jobsearch/jobposting/49751756?source=searchresults,49751756
Ottawa Catholic School Board,elementary school teacher,Orleans South,ON,"$51,234.00 to $119,943.00 annually","June 19, 2026",ApplyToEducation,False,teacher (NOC 41220),https://www.jobbank.gc.ca/jobsearch/jobposting/49751762?source=searchresults,49751762
Ottawa Catholic School Board,elementary school teacher,Orleans South,ON,"$51,234.00 to $119,943.00 annually","June 19, 2026",ApplyToEducation,False,teacher (NOC 41220),https://www.jobbank.gc.ca/jobsearch/jobposting/49751786?source=searchresults,49751786
Ottawa-Carleton District School Board,"assistant, educational",Ottawa,ON,$29.54 to $32.95 hourly,"June 18, 2026",ApplyToEducation,False,teacher (NOC 41220),https://www.jobbank.gc.ca/jobsearch/jobposting/49747899?source=searchresults,49747899
Ottawa Catholic School Board,elementary school teacher,Ottawa,ON,"$51,234.00 to $119,943.00 annually","June 18, 2026",ApplyToEducation,False,teacher (NOC 41220),https://www.jobbank.gc.ca/jobsearch/jobposting/49744363?source=searchresults,49744363
Ottawa Catholic School Board,elementary school teacher,Gloucester,ON,"$51,234.00 to $119,943.00 annually","June 18, 2026",ApplyToEducation,False,teacher (NOC 41220),https://www.jobbank.gc.ca/jobsearch/jobposting/49744483?source=searchresults,49744483
Ottawa Catholic School Board,high school teacher,Ottawa,ON,"$51,234.00 to $119,943.00 annually","June 18, 2026",ApplyToEducation,False,teacher (NOC 41220),https://www.jobbank.gc.ca/jobsearch/jobposting/49744390?source=searchresults,49744390
