[2026-06-20 12:35:50]   [  55] depth=2 https://liveinnovascotia.com/fr/une-fois-votre-diplome-en-poche
[2026-06-20 12:35:50]   [  56] depth=2 https://liveinnovascotia.com/fr/embaucher-un-travailleur-etranger-temporaire
[2026-06-20 12:35:50]   [  57] depth=2 https://liveinnovascotia.com/fr/embaucher-un-etudiant-etranger
[2026-06-20 12:35:50]   [  58] depth=2 https://liveinnovascotia.com/fr/resources/mise-jour-du-pcne-regroupement-en-quatre-volets
[2026-06-20 12:35:50]   [  59] depth=2 https://liveinnovascotia.com/fr/avis-de-confidentialite
[2026-06-20 12:35:50]   [  60] depth=2 https://liveinnovascotia.com/fr/programme-dimmigration-au-canada-atlantique
[2026-06-20 12:35:50]   [  61] depth=2 https://liveinnovascotia.com/resources/nsnp-update-four-consolidated-streams
[2026-06-20 12:35:50]   [  62] depth=2 https://liveinnovascotia.com/fr/stream-modern-temp-portal-closure
[2026-06-20 12:35:50]   [  63] depth=2 https://liveinnovascotia.com/fr/node/71
[2026-06-20 12:35:50]   [  64] depth=2 https://liveinnovascotia.com/resources/nova-scotia-nominee-program-update-nsnp-50-nsnp-100-form
[2026-06-20 12:35:50]   [  65] depth=2 https://liveinnovascotia.com/fr/taxonomy/term/3
[2026-06-20 12:35:50]   [  66] depth=2 https://liveinnovascotia.com/resources/nova-scotia-immigration-update-2025
[2026-06-20 12:35:50]   [  67] depth=2 https://liveinnovascotia.com/resources/transition-new-aip-endorsement-application-system
[2026-06-20 12:35:50]   [  68] depth=2 https://liveinnovascotia.com/fr/propos-de-la-nouvelle-ecosse
[2026-06-20 12:35:50]   [  69] depth=2 https://liveinnovascotia.com/fr/node/70
[2026-06-20 12:35:50]   [  70] depth=2 https://liveinnovascotia.com/resources/relaunching-entrepreneur-streams-nova-scotia-nominee-program
[2026-06-20 12:35:50] 
[OK] Discovered 70 pages
[2026-06-20 12:35:50]      Manifest: C:\Users\40270\Desktop\workspace\short-video-studio\docs\ns-immigration\manifest.json
