employer,title,city,province,salary,date,source,direct,search_occupation,url,posting_id
Bosch Building Technologies,software developer,Toronto,ON,"$90,000.00 annually","May 23, 2026",Talent.com,False,software developer (NOC 21232),https://www.jobbank.gc.ca/jobsearch/jobposting/49741654?source=searchresults,49741654
VY SYSTEMS CANADA INC.,software developer,Richmond Hill,ON,$48.08 hourly,"May 15, 2026",Job Bank,True,software developer (NOC 21232),https://www.jobbank.gc.ca/jobsearch/jobposting/49522399?source=searchresults,49522399
Uride,software developer,"Thunder Bay, ON",,"$80,000.00 to $105,000.00 annually (to be negotiated)","May 12, 2026",Job Bank,True,software developer (NOC 21232),https://www.jobbank.gc.ca/jobsearch/jobposting/49498988?source=searchresults,49498988
Sai Technical Solutions Inc.,mobile applications developer,Mississauga,ON,$48.50 hourly,"May 09, 2026",Job Bank,True,software developer (NOC 21232),https://www.jobbank.gc.ca/jobsearch/jobposting/49494186?source=searchresults,49494186
Epsilon Solutions LTD.,software developer,Etobicoke,ON,$48.08 to $50.00 hourly (to be negotiated),"May 04, 2026",Job Bank,True,software developer (NOC 21232),https://www.jobbank.gc.ca/jobsearch/jobposting/49587209?source=searchresults,49587209
NashTech Canada Inc.,senior software developer,Toronto,ON,"$130,000.00 annually","April 24, 2026",Job Bank,True,software developer (NOC 21232),https://www.jobbank.gc.ca/jobsearch/jobposting/49395212?source=searchresults,49395212
Master Kitchen Cabinet Inc,software developer,Etobicoke,ON,$50.00 hourly,"April 21, 2026",Job Bank,True,software developer (NOC 21232),https://www.jobbank.gc.ca/jobsearch/jobposting/49372942?source=searchresults,49372942
AIOLOS Engineering Corporation,senior software developer,Etobicoke,ON,"$113,409.00 annually","April 02, 2026",Job Bank,True,software developer (NOC 21232),https://www.jobbank.gc.ca/jobsearch/jobposting/49210347?source=searchresults,49210347
Webis,senior software developer,Thornhill,ON,$48.35 hourly,"March 31, 2026",Job Bank,True,software developer (NOC 21232),https://www.jobbank.gc.ca/jobsearch/jobposting/49200342?source=searchresults,49200342
Clientserver Tech Systems,software developer,Mississauga,ON,$50.00 hourly,"March 20, 2026",Job Bank,True,software developer (NOC 21232),https://www.jobbank.gc.ca/jobsearch/jobposting/49146095?source=searchresults,49146095
Shaku AI Technologies And Virtualization Inc.,software engineer,Toronto,ON,$69.00 hourly,"June 17, 2026",Job Bank,True,software engineer (NOC 21231),https://www.jobbank.gc.ca/jobsearch/jobposting/49737754?source=searchresults,49737754
